使用状态,资产名称,资产类型,唯一码,资产编码,所属产线,使用位置,启用日期,责任部门,使用部门,使用负责人,点巡检配置,点巡检状态
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-29,,,三仓库/成品发货区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-28,,,三仓库/成品发货区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-27,,,三仓库/成品发货区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-26,,,三仓库/成品发货区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-25,,,三仓库/成品发货区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-24,,,三仓库/成品发货区5号位,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-23,,,三仓库/成品发货区5号位,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-22,,,三仓库/成品发货区五线大门旁,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-21,,,三仓库/成品发货区五线大门旁,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-20,,,三仓库/成品发货区3号位,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-19,,,三仓库/成品发货区3号位,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-18,,,三仓库/成品发货区六线大门旁,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-17,,,三仓库/成品发货区六线大门旁,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-16,,,三仓库/成品发货区1号位,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-15,,,三仓库/成品发货区1号位,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-14,,,三仓库/库外成品托盘区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-13,,,三仓库/库外成品托盘区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-12,,,三仓库/库外成品托盘区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-11,,,三仓库/库外成品托盘区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-10,,,三仓库/库外成品托盘区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-9,,,三仓库/库外成品托盘区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-8,,,三仓库/库外叉车存放处,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-7,,,三仓库/库外叉车存放处,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-6,,,三仓库/库外原材料大门旁,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-5,,,三仓库/库外原材料大门旁,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-4,,,三仓库/库外纸皮托盘区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-3,,,三仓库/库外纸皮托盘区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-2,,,三仓库/库外塑料托盘区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,SCK-4K-1,,,三仓库/库外塑料托盘区,2025-06-15,储运采购部,储运采购部,杨玲,1个计划,正常
正常,车载灭火器,消防器材>车载灭火器,ECK-1K-6,,,三仓库/鄂L00955,2025-06-15,储运采购部,储运采购部,汪贤良,1个计划,正常
正常,车载灭火器,消防器材>车载灭火器,ECK-1K-5,,,二仓库/鄂L02627,2025-06-15,储运采购部,储运采购部,汪贤良,1个计划,正常
正常,车载灭火器,消防器材>车载灭火器,ECK-1K-4,,,二仓库/鄂L02641,2025-06-15,储运采购部,储运采购部,汪贤良,1个计划,正常
正常,车载灭火器,消防器材>车载灭火器,ECK-1K-3,,,三仓库/鄂L02573,2025-06-15,储运采购部,储运采购部,汪贤良,1个计划,正常
正常,车载灭火器,消防器材>车载灭火器,ECK-1K-2,,,二仓库/鄂L00255,2025-06-15,储运采购部,储运采购部,汪贤良,1个计划,正常
正常,车载灭火器,消防器材>车载灭火器,ECK-1K-1,,,二仓库/鄂L00252,2025-06-15,储运采购部,储运采购部,汪贤良,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-30,,,二仓库/库外废品存放区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-29,,,二仓库/原材料库大门口外侧,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-28,,,二仓库/样品间门口,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-27,,,二仓库/库外托盘区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-26,,,二仓库/库外托盘区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-25,,,二仓库/库外托盘区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-24,,,二仓库/发货区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-23,,,二仓库/发货区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-22,,,二仓库/发货区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-21,,,二仓库/成品库后端墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-20,,,二仓库/成品库前端墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-19,,,二仓库/成品库前端墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-18,,,二仓库/成品库B区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-17,,,二仓库/成品库B区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-16,,,二仓库/成品库B区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-15,,,二仓库/成品库B区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-14,,,二仓库/成品库B区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-13,,,二仓库/成品库A区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-12,,,二仓库/成品库A区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-11,,,二仓库/成品库A区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-10,,,二仓库/成品库A区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-9,,,二仓库/成品库A区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-8,,,二仓库/四线空罐后端墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-7,,,二仓库/不合格原材料区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-6,,,二仓库/不合格原材料区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-5,,,二仓库/AGV无人叉车托盘区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-4,,,二仓库/新品区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-3,,,二仓库/白糖区后端墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-2,,,二仓库/白糖区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,ECK-XHS-1,,,二仓库/原材料大门口内侧,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,推车干粉灭火器,消防器材>推车干粉灭火器,ECK-35K-1,,,二仓库/充电间,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-47,,,二仓库/库外废品存放区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-46,,,二仓库/库外废品存放区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-45,,,二仓库/库外叉车停放区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-44,,,二仓库/库外叉车停放区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-43,,,二仓库/库外托盘区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-42,,,二仓库/库外托盘区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-41,,,二仓库/库外托盘区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-40,,,二仓库/库外托盘区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-39,,,二仓库/库外托盘区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-38,,,二仓库/库外托盘区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-37,,,二仓库/发货区大门口,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-36,,,二仓库/发货区大门口,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-35,,,二仓库/发货区大门口,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-34,,,二仓库/发货区大门口,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-33,,,二仓库/成品库前端墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-32,,,二仓库/成品库前端墙面,2025-03-01,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-31,,,二仓库/成品库前端墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-30,,,二仓库/成品库前端墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-29,,,二仓库/成品库B区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-28,,,二仓库/成品库B区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-27,,,二仓库/成品库B区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-26,,,二仓库/成品库B区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-25,,,二仓库/成品库B区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-24,,,二仓库/成品库B区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-23,,,二仓库/成品库A区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-22,,,二仓库/成品库A区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-21,,,二仓库/成品库A区侧面墙,2025-03-01,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-20,,,二仓库/成品库A区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-19,,,二仓库/成品库A区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-18,,,二仓库/成品库A区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-17,,,二仓库/成品库A区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-16,,,二仓库/成品库A区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-15,,,二仓库/充电间门口墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-14,,,二仓库/充电间门口墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-13,,,二仓库/车间通道防火卷帘门旁,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-12,,,二仓库/车间通道防火卷帘门旁,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-11,,,二仓库/杂物房内,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-10,,,二仓库/四线纸皮区后端墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-9,,,二仓库/四线纸皮区后端墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-8,,,二仓库/不合格原材料区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-7,,,二仓库/不合格原材料区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-6,,,二仓库/次品区墙面,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-5,,,二仓库/次品区墙面,2025-03-01,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-4,,,二仓库/柠檬酸区护栏,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-3,,,二仓库/柠檬酸区护栏,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-2,,,二仓库/白糖区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,ECK-4K-1,,,二仓库/白糖区侧面墙,2025-06-15,储运采购部,储运采购部,杨目娣,1个计划,正常
正常,车载灭火器,消防器材>车载灭火器,YCK-1K-6,,,一仓库/鄂L00510,2025-06-15,储运采购部,储运采购部,汪贤良,1个计划,正常
正常,车载灭火器,消防器材>车载灭火器,YCK-1K-5,,,一仓库/鄂L00251,2025-06-15,储运采购部,储运采购部,汪贤良,1个计划,正常
正常,车载灭火器,消防器材>车载灭火器,YCK-1K-4,,,一仓库/鄂L00256,2025-06-15,储运采购部,储运采购部,汪贤良,1个计划,正常
正常,车载灭火器,消防器材>车载灭火器,YCK-1K-3,,,一仓库/鄂L00954,2025-06-15,储运采购部,储运采购部,汪贤良,1个计划,正常
正常,车载灭火器,消防器材>车载灭火器,YCK-1K-2,,,一仓库/鄂L00954,2025-06-15,储运采购部,储运采购部,汪贤良,1个计划,正常
正常,车载灭火器,消防器材>车载灭火器,YCK-1K-1,,,一仓库/鄂L00247,2025-06-15,储运采购部,储运采购部,汪贤良,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,YCK-XHS-18,,,一仓库/库外装卸工休息区,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,YCK-XHS-17,,,一仓库/库外发货侧门成品托盘区,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,YCK-XHS-16,,,一仓库/库外内容物托盘区,2025-06-15,储运采购部,储运采购部,李凯,1个计划,异常
正常,室内消火栓,消防器材>室内消火栓,YCK-XHS-15,,,一仓库/库外空罐卸货区,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,YCK-XHS-14,,,一仓库/二线包材区,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,YCK-XHS-13,,,一仓库/入库通道B区墙面,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,YCK-XHS-12,,,一仓库/成品库B15后段,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,YCK-XHS-11,,,一仓库/成品库B15中段,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,YCK-XHS-10,,,一仓库/成品出库通道B区,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,YCK-XHS-9,,,一仓库/成品出库大门右侧,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,YCK-XHS-8,,,一仓库/成品库A15前段,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,YCK-XHS-7,,,一仓库/成品库A15中段,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,YCK-XHS-6,,,一仓库/成品库A15尾段,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,YCK-XHS-5,,,一仓库/热缩膜区,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,YCK-XHS-4,,,一仓库/拉环存放区,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,YCK-XHS-3,,,一仓库/内容物尾端墙面,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,YCK-XHS-2,,,一仓库/白糖区右侧墙面,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,室内消火栓,消防器材>室内消火栓,YCK-XHS-1,,,一仓库/原材大门左侧,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,推车干粉灭火器,消防器材>推车干粉灭火器,YCK-35K-2,,,一仓库/一二线包材区中间槽钢,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,推车干粉灭火器,消防器材>推车干粉灭火器,YCK-35K-1,,,一仓库/原材料大门右侧,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-40,,,一仓库/热熔胶区,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-39,,,一仓库/热熔胶区,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-38,,,一仓库/一线包材区,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-37,,,一仓库/一线包材区,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-36,,,一仓库/二线包材区,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-35,,,一仓库/二线包材区,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-34,,,一仓库/入库通道A区墙面,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-33,,,一仓库/入库通道A区墙面,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-32,,,一仓库/入库通道B区墙面,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-31,,,一仓库/入库通道B区墙面,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-30,,,一仓库/成品库B15后段,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-29,,,一仓库/成品库B15后段,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-28,,,一仓库/成品库B15中段,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-27,,,一仓库/成品库B15中段,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-26,,,一仓库/成品库B15前段,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-25,,,一仓库/成品库B15前段,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-24,,,一仓库/出库大门B区墙面,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-23,,,一仓库/出库大门B区墙面,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-22,,,一仓库/出库大门A区墙面,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-21,,,一仓库/出库大门A区墙面,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-20,,,一仓库/成品库A15前段,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-19,,,一仓库/成品库A15前段,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-18,,,一仓库/成品库A15中段,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-17,,,一仓库/成品库A15中段,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
正常,4KG干粉灭火器,消防器材>4KG干粉灭火器,YCK-4K-16,,,一仓库/成品库A15中段,2025-06-15,储运采购部,储运采购部,李凯,1个计划,正常
