物料大类,条码/物料编码,图片,名称/物料描述,规格型号,分类/物料组,计量单位,品牌,自定义类别,保质期(天),保质期预警(天),保留小数,状态,标箱折扣系数,货期(天),默认价格,是否标识管理,是否费用化资产
其他,7000000524,,二车间包装机组三线包装机纸皮输送系统分纸皮单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000523,,二车间包装机组三线包装机纸皮输送系统进纸皮单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000522,,二车间包装机组三线包装机纸皮输送系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000521,,二车间包装机组三线包装机分瓶单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000520,,二车间包装机组三线包装机进瓶单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000519,,二车间包装机组三线包装机电气控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000518,,二车间包装机组三线包装机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000517,,二车间包装机组三线,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000516,,二车间热缩机组三线热缩机热缩烘炉,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000515,,二车间热缩机组三线热缩机膜系统裹膜单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000514,,二车间热缩机组三线热缩机膜系统切膜单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000513,,二车间热缩机组三线热缩机膜系统上膜单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000512,,二车间热缩机组三线热缩机膜系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000511,,二车间热缩机组三线热缩机分瓶单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000510,,二车间热缩机组三线热缩机进瓶单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000509,,二车间热缩机组三线热缩机电气控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000508,,二车间热缩机组三线热缩机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000507,,二车间热缩机组三线,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000506,,二车间打码机组三线墨码检测系统传感器单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000505,,二车间打码机组三线墨码检测系统摄像机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000504,,二车间打码机组三线墨码检测系统主控电脑,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000503,,二车间打码机组三线墨码检测系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000502,,二车间打码机组三线异盖检测系统传感器单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000501,,二车间打码机组三线异盖检测系统摄像机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000500,,二车间打码机组三线异盖检测系统主控电脑,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000499,,二车间打码机组三线异盖检测系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000498,,二车间打码机组三线外箱码激光打码机传感器单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000497,,二车间打码机组三线外箱码激光打码机激光头单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000496,,二车间打码机组三线外箱码激光打码机主控电脑,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000495,,二车间打码机组三线外箱码激光打码机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000494,,二车间打码机组三线罐底码激光打码机倒罐检测装置,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000493,,二车间打码机组三线罐底码激光打码机内压打检机带剔除装置,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000492,,二车间打码机组三线外箱码激光打码机烟雾净化装置,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000491,,二车间打码机组三线罐底码激光打码机烟雾净化装置,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000490,,二车间打码机组三线罐底码激光打码机传感器单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000489,,二车间打码机组三线罐底码激光打码机激光头单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000488,,二车间打码机组三线罐底码激光打码机主控电脑,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000487,,二车间打码机组三线罐底码激光打码机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000486,,二车间打码机组三线喷墨打码机传感器单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000485,,二车间打码机组三线喷墨打码机喷头单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000484,,二车间打码机组三线喷墨打码机主控电脑,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000483,,二车间打码机组三线喷墨打码机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000482,,二车间打码机组三线液位检测系统传感器单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000481,,二车间打码机组三线液位检测系统x射线源,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000480,,二车间打码机组三线液位检测系统电气控制箱,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000479,,二车间打码机组三线液位检测系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000478,,二车间打码机组三线吹干机系统鼓风机单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000477,,二车间打码机组三线吹干机系统电气控制箱,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000476,,二车间打码机组三线吹干机系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000475,,二车间打码机组三线冷却机系统罐输送单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000474,,二车间打码机组三线冷却机系统冷却水循环系统循环水泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000473,,二车间打码机组三线冷却机系统冷却水循环系统冷却塔,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000472,,二车间打码机组三线冷却机系统冷却水循环系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000471,,二车间打码机组三线冷却机系统喷淋系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000470,,二车间打码机组三线冷却机系统电气控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000469,,二车间打码机组三线冷却机系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000468,,二车间打码机组三线,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000467,,二车间灌装机组三线液位检测系统传感器单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000466,,二车间灌装机组三线液位检测系统x射线源,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000465,,二车间灌装机组三线液位检测系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000464,,二车间灌装机组三线注氮系统注氮机注氮控制,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000463,,二车间灌装机组三线注氮系统注氮机储氮罐,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000462,,二车间灌装机组三线注氮系统注氮机进氮控制真空汇流排,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000461,,二车间灌装机组三线注氮系统注氮机主体,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000460,,二车间灌装机组三线注氮系统电气控制箱,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000459,,二车间灌装机组三线注氮系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000458,,二车间灌装机组三线巴氏杀菌系统红牛回流单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000457,,二车间灌装机组三线巴氏杀菌系统红牛加热单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000456,,二车间灌装机组三线巴氏杀菌系统制热水单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000455,,二车间灌装机组三线巴氏杀菌系统电气主控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000454,,二车间灌装机组三线巴氏杀菌系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000453,,二车间灌装机组三线封口机罐传送单元润滑油泵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000452,,二车间灌装机组三线封口机罐传送单元拔杆链条,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000451,,二车间灌装机组三线封口机罐传送单元驱动电机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000450,,二车间灌装机组三线封口机罐传送单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000449,,二车间灌装机组三线封口机封盖单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000448,,二车间灌装机组三线封口机下盖单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000447,,二车间灌装机组三线封口机电气控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000446,,二车间灌装机组三线封口机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000445,,二车间灌装机组三线灌装机安全门系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000444,,二车间灌装机组三线灌灌装机驱动传动灌装机主驱动,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000443,,二车间灌装机组三线灌灌装机驱动传动灌装机驱动自动润滑,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000442,,二车间灌装机组三线灌灌装机驱动传动,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000441,,二车间灌装机组三线灌装机灌装阀控制系统灌注电磁阀组,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000440,,二车间灌装机组三线灌装机灌装阀控制系统灌注阀组,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000439,,二车间灌装机组三线灌装机灌装阀控制系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000438,,二车间灌装机组三线灌装机中央分配器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000437,,二车间灌装机组三线灌装机环缸外环缸,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000436,,二车间灌装机组三线灌装机环缸内环缸,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000435,,二车间灌装机组三线灌装机环缸,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000434,,二车间灌装机组三线灌装机灌装阀阵灌装阀回流缓冲缸,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000433,,二车间灌装机组三线灌装机灌装阀阵灌装阀阵进料高位缸,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000432,,二车间灌装机组三线灌装机灌装阀阵灌电气控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000431,,二车间灌装机组三线灌装机灌装阀阵,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000430,,二车间灌装机组三线灌装机操作电柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000429,,二车间灌装机组三线灌装机电气控制电柜旋转滑环电柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000428,,二车间灌装机组三线灌装机电气控制电柜主控制电柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000427,,二车间灌装机组三线灌装机电气控制电柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000426,,二车间灌装机组三线灌装机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000425,,二车间灌装机组三线,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000424,,二车间卸垛机三线一级循环水循环单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000423,,二车间卸垛机三线洗罐喷头组二级洗罐喷头,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000422,,二车间卸垛机三线洗罐喷头组一级洗罐喷头,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000421,,二车间卸垛机三线洗罐喷头组,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000420,,二车间卸垛机三线洗罐槽,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000419,,二车间卸垛机组三线洗罐器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000418,,二车间卸垛机组三线空罐检测踢除单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000417,,二车间卸垛机组三线空罐检测真空泵单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000416,,二车间卸垛机组三线空罐检测检查2#摄像机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000415,,二车间卸垛机组三线空罐检测检查1#摄像机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000414,,二车间卸垛机组三线空罐检测检查摄像机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000413,,二车间卸垛机组三线空罐检测主控制电柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000412,,二车间卸垛机组三线空罐检测,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000411,,二车间卸垛机组三线卸垛机纸皮隔板仓,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000410,,二车间卸垛机组三线卸垛机空垛盘输送系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000409,,二车间卸垛机组三线卸垛机纸皮隔板旋转抓手,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000408,,二车间卸垛机组三线卸垛机空罐推罐系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000407,,二车间卸垛机组三线卸垛机空罐提升系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000406,,二车间卸垛机组三线卸垛机进口链道输送,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000405,,二车间卸垛机组三线卸垛机电气控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000404,,二车间卸垛机组三线卸垛机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000403,,二车间卸垛机组三线,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000402,,二车间配料系统温度传感器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000401,,二车间配料系统MCC控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000400,,二车间配料系统PLC控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000399,,二车间配料系统控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000398,,二车间配料系统水泵及机封装置,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000397,,二车间配料系统水泵液体系统自动排空阀,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000396,,二车间配料系统PALL过滤器5#,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000395,,二车间配料系统PALL过滤器4#,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000394,,二车间配料系统PALL过滤器3#,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000393,,二车间配料系统PALL过滤器2#,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000392,,二车间配料系统PALL过滤器1#,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000391,,二车间配料系统过滤器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000390,,二车间配料系统抽风管及系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000389,,二车间配料系统不锈钢地面,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000388,,二车间配料系统不锈钢配件及工艺管道,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000387,,二车间配料系统糖水储罐阀门及组件,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000386,,二车间配料系统溶糖罐阀门及组件,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000385,,二车间配料系统红牛饮料阀门及组件,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000384,,二车间配料系统热水罐阀门及组件,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000383,,二车间配料系统RO水UV杀菌器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000382,,二车间配料系统冷水缸,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000381,,二车间配料系统热水缸,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000380,,二车间配料系统RO水系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000379,,二车间配料系统四线成品陶瓷过滤器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000378,,二车间配料系统三线成品陶瓷过滤器,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000377,,二车间配料系统四线成品缸2#,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000376,,二车间配料系统四线成品缸1#,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000375,,二车间配料系统三线成品缸2#,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000374,,二车间配料系统三线成品缸1#,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000373,,二车间配料系统成品系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000372,,二车间配料系统四线配料缸,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000371,,二车间配料系统三线配料缸,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000370,,二车间配料系统配料系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000369,,二车间配料系统四线果糖缸,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000368,,二车间配料系统三线果糖缸,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000367,,二车间配料系统果糖系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000366,,二车间配料系统四线化糖缸,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000365,,二车间配料系统三线化糖缸,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000364,,二车间配料系统化糖系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000363,,二车间配料系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000362,,一车间输送链道机组二线箱输送链道称重机段,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000361,,一车间输送链道机组二线箱输送链道纸箱打码段,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000360,,一车间输送链道机组二线箱输送链道电气控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000359,,一车间输送链道机组二线箱输送链道,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000358,,一车间输送链道机组二线瓶输送链道纸包机入口段,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000357,,一车间输送链道机组二线瓶输送链道膜缩膜包机入口段,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000356,,一车间输送链道机组二线瓶输送链道打码检测段,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000355,,一车间输送链道机组二线瓶输送链道冷罐机出口段,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000354,,一车间输送链道机组二线瓶输送链道灌装机出口段,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000353,,一车间输送链道机组二线瓶输送链道电气控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000352,,一车间输送链道机组二线瓶输送链道,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000351,,一车间输送链道机组二线空罐无压力输送链道电机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000350,,一车间输送链道机组二线空罐无压力输送链道操电气控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000349,,一车间输送链道机组二线空罐无压力输送链道操作屏,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000348,,一车间输送链道机组二线空罐无压力输送链道,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000347,,一车间输送链道机组二线,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000346,,一车间码垛机组二线码垛机托盘输送单元垛盘输送链道,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000345,,一车间码垛机组二线码垛机托盘输送单元垛盘仓,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000344,,一车间码垛机组二线码垛机托盘输送单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000343,,一车间码垛机组二线码垛机机器人机身D轴,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000342,,一车间码垛机组二线码垛机机器人机身C轴,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000341,,一车间码垛机组二线码垛机机器人机身B轴,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000340,,一车间码垛机组二线码垛机机器人抓手A轴,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000339,,一车间码垛机组二线码垛机机器人,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000338,,一车间码垛机组二线码垛机抓取分箱单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000337,,一车间码垛机组二线码垛机进箱输送链道,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000336,,一车间码垛机组二线码垛机电气控制柜输送链道控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000335,,一车间码垛机组二线码垛机电气控制柜机器人控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000334,,一车间码垛机组二线码垛机电气控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000333,,一车间码垛机组二线码垛机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000332,,一车间码垛机组二线称重机传感器单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000331,,一车间码垛机组二线称重机箱输送单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000330,,一车间码垛机组二线称重机电气控制箱,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000329,,一车间码垛机组二线称重机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000328,,一车间码垛机组二线封箱机封胶带单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000327,,一车间码垛机组二线封箱机进箱滚轮输送,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000326,,一车间码垛机组二线封箱机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000325,,一车间码垛机组二线,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000324,,一车间包装机组二线包装机包装机投标机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000323,,一车间包装机组二线包装机包装机热熔胶机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000322,,一车间包装机组二线包装机包装系统密封单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000321,,一车间包装机组二线包装机包装系统折叠单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000320,,一车间包装机组二线包装机包装系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000319,,一车间包装机组二线包装机纸皮输送系统分纸皮单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000318,,一车间包装机组二线包装机纸皮输送系统进纸皮单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000317,,一车间包装机组二线包装机纸皮输送系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000316,,一车间包装机组二线包装机分瓶单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000315,,一车间包装机组二线包装机进瓶单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000314,,一车间包装机组二线包装机电气控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000313,,一车间包装机组二线包装机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000312,,一车间包装机组二线,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000311,,一车间热缩机组二线热缩机热缩烘炉,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000310,,一车间热缩机组二线热缩机膜系统裹膜单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000309,,一车间热缩机组二线热缩机膜系统切膜单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000308,,一车间热缩机组二线热缩机膜系统上膜单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000307,,一车间热缩机组二线热缩机膜系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000306,,一车间热缩机组二线热缩机分瓶单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000305,,一车间热缩机组二线热缩机进瓶单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000304,,一车间热缩机组二线热缩机电气控制柜,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000303,,一车间热缩机组二线热缩机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000302,,一车间热缩机组二线,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000301,,一车间打码机组二线墨码检测系统传感器单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000300,,一车间打码机组二线墨码检测系统摄像机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000299,,一车间打码机组二线墨码检测系统主控电脑,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000298,,一车间打码机组二线墨码检测系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000297,,一车间打码机组二线异盖检测系统传感器单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000296,,一车间打码机组二线异盖检测系统摄像机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000295,,一车间打码机组二线异盖检测系统主控电脑,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000294,,一车间打码机组二线异盖检测系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000293,,一车间打码机组二线外箱码激光打码机传感器单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000292,,一车间打码机组二线外箱码激光打码机激光头单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000291,,一车间打码机组二线外箱码激光打码机主控电脑,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000290,,一车间打码机组二线外箱码激光打码机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000289,,一车间打码机组二线罐底码激光打码机倒罐检测装置,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000288,,一车间打码机组二线罐底码激光打码机内压打检机带剔除装置,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000287,,一车间打码机组二线外箱码激光打码机烟雾净化装置,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000286,,一车间打码机组二线罐底码激光打码机烟雾净化装置,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000285,,一车间打码机组二线罐底码激光打码机传感器单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000284,,一车间打码机组二线罐底码激光打码机激光头单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000283,,一车间打码机组二线罐底码激光打码机主控电脑,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000282,,一车间打码机组二线罐底码激光打码机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000281,,一车间打码机组二线喷墨打码机传感器单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000280,,一车间打码机组二线喷墨打码机喷头单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000279,,一车间打码机组二线喷墨打码机主控电脑,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000278,,一车间打码机组二线喷墨打码机,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000277,,一车间打码机组二线液位检测系统传感器单元,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000276,,一车间打码机组二线液位检测系统x射线源,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000275,,一车间打码机组二线液位检测系统电气控制箱,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000274,,一车间打码机组二线液位检测系统,,生产设备,个,,,,,0,已启用,,,,否,否
其他,7000000273,,一车间打码机组二线吹干机系统鼓风机单元,,生产设备,个,,,,,0,已启用,,,,否,否
