u{FEFF}条码/物料编码,名称/物料描述,规格型号,分类/物料组,计量单位,品牌,自定义类别,保质期(天),保质期预警(天),保留小数,状态,标箱折扣系数,货期(天),默认价格,是否标识管理,是否费用化资产
"40040598","活接密封2","ф51/3131703785","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040597","活接密封1","ф38/3131703772","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040596","卡簧16","2S2205365","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040595","卡簧15","2S2205080","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040594","垫圈10","2S2191209","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040593","O形圈48","2S2191121","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040592","油封环16","2S2190298","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040591","O型圈27","2S2189368","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040590","O型圈26","2S2188390","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040589","O型圈25","2S2188378","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040588","O型圈45","2S2186650","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040587","蝶阀密封3","EPDM/ф76.5","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040586","O型圈24","2S2185996","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040585","O型圈23","2S2185980","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040584","O型圈22","2S2185932","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040583","O型圈21","2S2185910","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040582","O型圈20","2S2185508","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040581","轴承18","2S2129986","灌装机","个","CFT/SKF","",1095,90,0,"已启用",,,,"否","否"
"40040580","轴承15","2S2129933","灌装机","个","CFT/SKF","",1095,90,0,"已启用",,,,"否","否"
"40040578","内环1","2S2129547","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040577","油封环15","2S2129287","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040576","卡簧4","2S2129187","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040575","卡簧3","2S2129152","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040574","卡簧2","2S2129150","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040573","轴承39","2S2121910（3220A）","灌装机","个","CFT/SKF","",1095,90,0,"已启用",,,,"否","否"
"40040572","轴承38","2S2121501（6213）","灌装机","个","CFT/SKF","",1095,90,0,"已启用",,,,"否","否"
"40040571","轴承37","2S2121225（6013）","灌装机","个","CFT/SKF","",1095,90,0,"已启用",,,,"否","否"
"40040570","垫圈4","2C213003127","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040569","活塞阀杆","5-5000373","灌装机","个","CFT","",1095,90,0,"已启用",0.000,,,"否","否"
"40040568","弹簧6","2-1550032","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040567","O型圈19","2S2186962","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040566","O型圈18","2B2186148","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040565","O型圈17","2S2186933","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040564","O型圈16","GUG039","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040563","O型圈15","2S2186141","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040562","O型圈14","2S2185570","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040561","卡簧1","2S2205672","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040560","油封环8","2S2190333","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040559","油封环7","2S2191019","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040558","轴承14","2S2129993","灌装机","个","CFT/SKF","",1095,90,0,"已启用",,,,"否","否"
"40040557","轴承13","2-1150055","灌装机","个","CFT/SKF","",1095,90,0,"已启用",,,,"否","否"
"40040556","卡簧","2S2129157","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040555","卡簧12","2S2130256","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040554","油封环6","2S2191084","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040553","油封环5","2S2191081","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040552","蝶阀密封2","EPDM/ф51","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040550","蝶阀密封1","EPDM/ф38","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040549","压头轴","5-0000292","封口机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040548","螺母","2S2133108","封口机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040544","链条","5-1100090","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040543","弹簧1","5S5468007","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040542","卡盘密封5","EPDM/ф89","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040541","油封环4","2S2191023","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040540","轴承10","2S2121684","灌装机","个","CFT/SKF","",1095,90,0,"已启用",,,,"否","否"
"40040539","卡盘密封4","EPDM/ф76","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040538","卡盘密封3","EPDM/ф63","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040537","卡盘密封2","EPDM/ф51","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040536","卡盘密封1","EPDM/ф38","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040535","单向阀70","2B2177661","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040534","灌注阀滤网垫圈","5-2507022","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040533","灌注阀滤网1","5-2450834","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040532","灌注阀滤网","5-2450822","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040531","回流阀螺丝","2S2702761","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040530","轴承35","5C600044792","灌装机","个","CFT/SKF","",1095,90,0,"已启用",,,,"否","否"
"40040529","回流阀阀盖","5B0055424","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040528","轴承36","2-1150064","灌装机","个","CFT/SKF","",1095,90,0,"已启用",,,,"否","否"
"40040527","管道过滤器滤芯3","128*233/200目滤网/0.5mm冲孔板内支撑","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040525","回流阀阀体","5B0055417","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040524","铜衬套","2C211000855","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040523","空转销","2S2129686","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040522","轮子","5-6650114","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040521","内环","2S2129481","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040520","八角垫","GS28","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040519","弹簧3","2S2180005","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040518","接近开关3","IIT205","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040517","急停按钮1","69001 E-Stop 42 2NC M12(5)DC-13:24V/2A","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040516","安全门开关","CTP-L1-AR-U-HA-AE-SAB-122813","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040515","温度探针","TR24-AB2AXMC000 
TMT82-AA SIL ML=850mm 1×pt100/ww/4 CI.A 4-20mA 0 - 150℃","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040514","镀锌碳钢球阀","M10S2RB/1/2" BSP螺纹","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040513","O型圈42","2S2189800","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040512","O型圈11","2S2187733","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040511","O型圈10","2S2186625","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040510","液位开关","LR2750","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040509","O型圈3","2S2186086","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040508","O型圈9","2S2186062","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040507","杠杆开关","2-2700025","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040506","卡簧11","2S2205040","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040505","卡簧5","2S2205062","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040504","卡簧10","2S2205047","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040503","卡簧9","2S2205032","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040502","导轨2","5S5393676","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040501","导轨1","5S5393680","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040500","导轨4","5S5393677","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040498","导轨3","5S5393678","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040497","导轨5","5S5393679","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040496","卡簧8","2S2205180","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040495","O型圈","2-2350097","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040494","油封环3","2S2191276","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040493","油封环2","2S2191011","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040492","密封环","GVG138","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040491","油封环1","2S2190969","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040490","卡簧7","2S2130250","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040481","轴承7","2S2121040","灌装机","个","CFT/SKF","",1095,90,0,"已启用",,,,"否","否"
"40040480","O型圈7","2S2189400","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040479","轴承12","2S2121880","灌装机","个","CFT/SKF","",1095,90,0,"已启用",,,,"否","否"
"40040476","轴承11","2S2121463","灌装机","个","CFT/SKF","",1095,90,0,"已启用",,,,"否","否"
"40040469","轴承6","2S2121984","灌装机","个","CFT/SKF","",1095,90,0,"已启用",,,,"否","否"
"40040379","轴承8","2S2121900","灌装机","个","CFT/SKF","",1095,90,0,"已启用",,,,"否","否"
"40040299","安全模块","ET310074 机器号：PC22033IS0667","包装机","个","SMI","",1095,90,0,"已启用",,,,"否","否"
"40040298","安全模块","EE600026机器号：PC22033IS0667","包装机","个","SMI","",1095,90,0,"已启用",,,,"否","否"
"40040297","SMI电机","EM700022机器号：PC22033IS0667","包装机","台","SMI","",1095,90,0,"已启用",,,,"否","否"
"40040296","SMI电机","EG400255机器号：PC22033IS0667","包装机","台","SMI","",1095,90,0,"已启用",,,,"否","否"
"40040284","光电开关","PRK3C.T3/4P","检测设备","个","","",1095,90,0,"已启用",,,,"否","否"
"40040283","进罐螺杆","6-1851413","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040282","油分配器","5-2550132","封口机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040281","传动轴","5-5001217","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040280","夹紧块","5-4551003","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040254","波纹管密封截止阀","球墨铸铁DN25PN25法兰连接","通用机械备件","个","","",1095,90,0,"已启用",,,,"否","否"
"40040253","固态继电器","CDG1-1DA/25A","通用电器件","个","","",1095,90,0,"已启用",,,,"否","否"
"40040252","保险丝3","RT28-32    Ø10*38 500V 6A","通用电器件","个","","",1095,90,0,"已启用",,,,"否","否"
"40040251","保险丝4","FR10GG50V32 Ø10*38 500V 32A","通用电器件","个","","",1095,90,0,"已启用",,,,"否","否"
"40040250","保险丝2","FR10GG50V16 Ø10*38 500V 16A","通用电器件","个","","",1095,90,0,"已启用",,,,"否","否"
"40040249","衬套","5-0500044","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40040248","浮球开关","DN32","通用机械备件","个","","",1095,90,0,"已启用",,,,"否","否"
"40040247","UV灯管","cph1148T5L/HO","配料系统","根","","",1095,90,0,"已启用",,,,"否","否"
"40040219","保险丝1","FR10GG50V10  Ø10*38 500V10A","通用电器件","个","","",1095,90,0,"已启用",,,,"否","否"
"40040218","气管节流阀15","GRLA-3/8-QS-12-RS-D","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040217","气管节流阀14","GRLA-3/8-QS-10-RS-D","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040216","气管节流阀13","GRLA-3/8-QS-8-RS-D","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040215","气管节流阀12","GRLA-3/8-QS-6-RS-D","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040214","气管节流阀11","GRLA-1/2-QS-12-RS-D","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040213","气管节流阀10","GRLA-1/2-QS-10-RS-D","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040212","气管节流阀9","GRLA-1/2-QS-8-RS-D","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040211","气管节流阀8","GRLA-1/2-QS-6-RS-D","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040210","气管节流阀7","GRLA-1/4-QS-12-RS-D","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040171","T型气管接头6","QST-8-6","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040170","T型气管接头5","QST-6-4","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040169","T型气管接头4","QST-12","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040168","T型气管接头3","QST-10","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040167","T型气管接头2","QST-8","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040166","T型气管接头1","QST-6","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040165","T型气管接头10","QST-4","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040164","Y型气管接头9","QSY-12-8","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040163","Y型气管接头8","QSY-12-10","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040162","Y型气管接头7","QSY-10-8","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040161","Y型气管接头6","QSY-10-6","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040160","Y型气管接头5","QSY-8-6","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040156","直通气管接头13","QS-12-10","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040155","直通气管接头14","QS-12-8","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040154","直通气管接头15","QS-10-8","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040153","直通气管接头27","QS-10-6","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040152","直通气管接头26","QS-8-6","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040151","直通气管接头25","QS-6-4","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040150","直通气管接头24","QS-12","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040149","直通气管接头23","QS-10","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040148","直通气管接头22","QS-8","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040147","直通气管接头21","QS-6","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040146","直通气管接头20","QS-4","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040145","直通气管接头19","QS-M5-6","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040144","直通气管接头18","QS-M5-4","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040143","直通气管接头17","QS-1/2-12","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040142","直通气管接头16","QS-1/2-10","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040141","直通气管接头12","QS-1/2-8","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040140","直通气管接头11","QS-1/2-6","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040139","直通气管接头10","QS-3/8-12","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040138","直通气管接头9","QS-3/8-10","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040137","直通气管接头8","QS-3/8-8","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040136","直通气管接头7","QS-3/8-6","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040135","直通气管接头6","QS-1/4-10","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040134","直通气管接头5","QS-1/4-8","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040133","直通气管接头4","QS-1/4-6","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040132","直通气管接头3","QS-1/4-4","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040131","直通气管接头2","QS-1/8-6","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040130","直通气管接头1","QS-1/8-4","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040129","L型气管接头20","QSL-12","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040128","L型气管接头19","QSL-10","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040127","L型气管接头18","QSL-8","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040126","L型气管接头17","QSL-6","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040125","L型气管接头16","QSL-4","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040124","L型气管接头15","QSL-M5-6","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040123","L型气管接头14","QSL-1/2-12","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040122","L型气管接头13","QSL-1/2-10","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040121","L型气管接头12","QSL-1/2-8","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040120","L型气管接头11","QSL-1/2-6","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040119","L型气管接头10","QSL-3/8-12","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040118","L型气管接头9","QSL-3/8-10","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040117","L型气管接头8","QSL-3/8-8","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040116","L型气管接头7","QSL-3/8-6","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040115","L型气管接头6","QSL-1/4-10","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040114","L型气管接头5","QSL-1/4-8","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040113","L型气管接头4","QSL-1/4-6","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040112","L型气管接头3","QSL-1/4-4","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040111","L型气管接头2","QSL-1/8-6","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040110","L型气管接头1","QSL-1/8-4","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040109","气管节流阀6","GRLA-1/4-QS-10-RS-D","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040108","气管节流阀5","GRLA-1/4-QS-8-RS-D","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040107","气管节流阀4","GRLA-1/4-QS-6-RS-D","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040106","气管节流阀3","GRLA-1/4-QS-4-RS-D","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040105","气管节流阀2","GRLA-1/8-QS-6-RS-D","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040104","气管节流阀1","GRLA-1/8-QS-4-RS-D","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040103","T型气管接头9","QST-12-8","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040102","T型气管接头8","QST-12-10","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040101","T型气管接头7","QST-10-8","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040100","交换机2","6GK5 615-0AA00-2AA2","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040099","交换机1","6GK5 208-0BA00-2AB2","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040098","编码器4","AMG73S W29 S2048","拆包机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040097","编码器2","E6B2-CWZ5B 2000P/R 0.5M","检测设备","个","","",1095,90,0,"已启用",,,,"否","否"
"40040096","带座轴承2","/UC208/50208/链道传动","链道系统","个","","",1095,90,0,"已启用",,,,"否","否"
"40040095","连接控制线","EC100308","热缩机","个","SMI","",1095,90,0,"已启用",,,,"否","否"
"40040094","烘炉风机","MG990123","热缩机","台","SMI","",1095,90,0,"已启用",,,,"否","否"
"40040093","变频器","EC590 G:11KW/P:15KW 380V/3PH","冷却机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040092","电流分配器1","9000-41190-0000000","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040091","电流分配器2","9000-41034-0000002","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040090","PLC 输入模块1","6ES7222-1BF32-0XB0","灌装机","个","西门子","",1095,90,0,"已启用",,,,"否","否"
"40040089","PLC 扩展模块1","AL1202","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040088","PLC 模拟模块","6ES7 135-6HD00-0BA1","灌装机","个","西门子","",1095,90,0,"已启用",,,,"否","否"
"40040087","PLC 输出模块","6ES7 132-6BF01-0BA0","灌装机","个","西门子","",1095,90,0,"已启用",,,,"否","否"
"40040086","PLC 输入模块2","6ES7 131-6BF01-0BA0","灌装机","个","西门子","",1095,90,0,"已启用",,,,"否","否"
"40040085","气动阀","VUVG-B10-B52-ZT-F-1T1L","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040084","编码器","TVI40N-14TK0T6TN-0100","检测设备","个","","",1095,90,0,"已启用",,,,"否","否"
"40040083","伺服控制器","MDX61B0055-5A3-4-0T","拆包机","台","","",1095,90,0,"已启用",,,,"否","否"
"40040080","伺服电机","KA37 CM71M/BR/TF/AK1H/KK","拆包机","台","SEW","",1095,90,0,"已启用",,,,"否","否"
"40040074","链道电机","SA47 DRN90L4（含减速机）/12.1","链道系统","台","SEW","",1095,90,0,"已启用",,,,"否","否"
"40040069","电流分配器3","9000-41094-0101000","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040068","电源模块1","24DC/85693","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040067","电源模块4","115AC/86152","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040066","安全继电器","750102","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040065","流量监控开关","SI5000","灌装机","个","","",1095,90,0,"已启用",,,,"否","否"
"40040064","PLC CPU模块","CPU1214C6ES7 214-1AG40-0XB0","灌装机","个","西门子","",1095,90,0,"已启用",,,,"否","否"
"40040063","PLC 扩展模块","8000-84470-0000000","灌装机","个","西门子","",1095,90,0,"已启用",,,,"否","否"
"40040009","Y型气管接头4","QSY-6-4","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040008","Y型气管接头10","QSY-12","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040007","Y型气管接头3","QSY-10","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040006","Y型气管接头2","QSY-8","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40040005","Y型气管接头1","QSY-6","气动配件","个","FESTO","",1095,90,0,"已启用",,,,"否","否"
"40039989","封箱机铜轴","CF430","封箱机","个","友联","",1095,90,0,"已启用",,,,"否","否"
"40039982","机械密封","FRPP+SIC","污水系统","套","","",1095,90,0,"已启用",,,,"否","否"
"40039981","电磁阀","BV314A-CC1-00-BCCA-CTA/2-2600022","灌装机","个","CFT/MAC","",1095,90,0,"已启用",,,,"否","否"
"40039886","旋涡风机","HG-40000","污水系统","台","","",1095,90,0,"已启用",,,,"否","否"
"40039885","设备防水电箱","KC42 277*187*130mm","通用电器件","个","","",1095,90,0,"已启用",,,,"否","否"
"40039884","膜盒压力表","Y65 正负40kpr牙M14*1.5","通用机械备件","个","","",1095,90,0,"已启用",,,,"否","否"
"40039883","浮球开关","MC15-2G 4米","污水系统","个","","",1095,90,0,"已启用",,,,"否","否"
"40039882","编码器3","SRM50-HFZO-S22","拆包机","个","","",1095,90,0,"已启用",,,,"否","否"
"40039881","切刀架","CF423A-2","封箱机","个","友联","",1095,90,0,"已启用",,,,"否","否"
"40039880","皮带","5M-20-16 米/白色","包装机","个","BLACKCLUBS","",1095,90,0,"已启用",,,,"否","否"
"40039879","皮带","/5M-25-12/黑色","包装机","个","BLACKCLUBS","",1095,90,0,"已启用",,,,"否","否"
"40039878","O型圈51","2S2185990","封口机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40039877","轴承","6208-2Z","封口机","个","SKF","",1095,90,0,"已启用",,,,"否","否"
"40039876","轴承","6210-2Z","封口机","个","SKF","",1095,90,0,"已启用",,,,"否","否"
"40039875","垫圈12","5-3700653","封口机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40039874","O形圈1","5-3700651","封口机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40039873","减速箱油窗","2-2950052","封口机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40039872","油封环11","2C210011080","封口机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40039871","油封环10","2-2350158","封口机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
"40039870","回流阀螺丝","2S2702770","灌装机","个","CFT","",1095,90,0,"已启用",,,,"否","否"
